limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month
20000,female,university,single,22,0,0,0,0,0,0,7130,8185,9084,8667,8848,5328,1177,1076,249,258,500,500,False
270000,female,graduate school,married,35,2,0,0,0,0,0,128442,131185,134297,208396,106524,104447,6300,6800,4000,4200,7000,3000,False
320000,female,graduate school,married,58,-2,-2,-2,-2,-2,-2,1100,0,0,0,0,0,0,0,0,0,0,434,False
160000,female,high school,single,39,0,0,0,0,0,0,156000,155866,159005,159248,118904,119243,5559,7677,6039,4176,4300,4576,False
30000,female,university,married,38,0,0,0,0,0,0,23819,15367,10159,9859,8360,4101,1553,1033,381,384,404,1297,False
90000,female,university,married,32,0,0,0,0,0,0,39664,24589,22677,20842,20545,20989,1657,1676,1554,805,846,651,False
110000,female,graduate school,married,44,0,0,2,2,2,2,87418,93862,91505,98566,99700,97833,7900,0,8600,3800,0,3700,True
260000,male,university,single,31,0,0,0,0,0,0,3113,3117,2924,2784,2413,902,1300,1100,1000,300,0,1261,False
50000,male,graduate school,single,30,-1,-1,-1,-1,-1,-1,390,390,390,390,390,23269,390,390,390,390,23269,1500,False
320000,female,high school,married,33,0,0,0,0,0,2,71047,19161,19829,17692,15648,15255,2000,1300,1600,2500,0,1000,False
100000,male,high school,married,49,0,0,0,0,0,0,99721,86232,83745,79107,63811,48863,3500,5000,3000,3000,1732,4700,False
50000,female,university,single,24,0,0,0,0,0,0,26239,17824,17615,17956,18091,18259,1300,5869,1000,795,1000,1000,False
100000,male,university,married,50,0,0,-1,-1,-1,-1,23908,3360,560,480,480,390,1000,560,500,480,390,390,False
470000,female,university,married,27,0,0,0,0,-1,0,152478,62084,54551,14363,97440,90717,3001,4005,2021,97441,5001,5001,True
80000,female,university,married,35,0,0,2,2,2,3,63706,66613,69602,70752,74183,72727,5660,4688,2900,5200,0,3000,False
400000,female,university,single,29,0,-1,-1,-1,0,-1,52875,55544,994,5030,4568,500,55544,994,5030,0,500,150,False
80000,female,high school,married,50,2,3,2,2,2,0,2684,2502,2321,4247,3914,3242,0,0,2001,4,1073,23076,False
70000,male,university,single,38,0,0,0,-1,0,0,71586,59856,15379,2985,29351,29977,1308,15006,3000,29100,1100,1100,False
70000,male,university,single,29,0,0,0,2,0,0,56626,58512,61926,60332,61658,65561,2800,5000,0,2300,4950,2700,True
280000,female,university,married,38,0,0,0,0,0,-1,8868,14766,16272,10496,6876,34574,10006,10018,7011,6000,37000,10000,False
150000,female,graduate school,married,30,-1,-1,0,0,0,0,107799,16332,13837,15855,9049,3244,16363,10149,10000,7000,0,0,False
150000,female,5,single,27,-2,-2,-1,-1,0,-1,12178,22344,65330,20333,8433,10332,22452,65676,20368,25,10363,4881,False
110000,female,graduate school,married,42,0,0,0,0,0,0,47021,48235,49455,51132,52183,53192,2000,2000,2500,2500,2000,3000,False
500000,male,high school,married,53,-1,2,2,-2,-1,-1,5008,546,-4,-4,1319,2977,1,0,0,1323,3000,8,False
320000,female,university,married,39,0,0,0,0,0,0,147440,137938,131816,120761,120375,120897,5009,6125,4001,4013,5000,4015,False
350000,female,university,married,36,1,-2,-2,-2,-1,0,0,0,0,0,11525,11760,0,0,0,11525,235,2270,False
120000,female,high school,married,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
250000,male,graduate school,married,71,0,0,0,0,0,0,177484,177946,159849,145461,141487,147705,6243,5446,4721,4385,7805,200,False
100000,male,university,married,52,0,0,0,0,0,0,64358,64956,66816,36448,37481,37684,2416,3000,1500,2000,1360,1500,False
500000,female,university,single,36,0,0,0,0,-2,-1,21368,21094,12675,5803,5841,2227,4066,5004,28,2033,3130,94593,False
190000,male,university,married,36,0,0,0,0,0,0,79584,83108,82179,80874,81720,87685,7007,2912,2871,3501,8001,3234,False
70000,female,university,single,28,0,0,0,0,-1,2,41264,41799,37887,37876,6736,4162,2112,1200,758,6736,0,0,False
150000,male,high school,single,25,-1,-1,-1,0,0,-1,9240,386,12870,11173,1719,413,386,12884,251,39,414,6556,False
150000,female,graduate school,married,33,1,-1,-1,-1,0,0,-3,350,0,863,863,0,353,0,863,0,0,0,False
330000,female,university,married,42,0,0,0,0,0,0,18516,24202,32912,36710,40442,42283,10000,10000,5000,5000,5000,5000,False
260000,male,graduate school,married,43,-1,-1,-2,-2,-1,-1,1350,0,0,0,760,0,0,0,0,760,0,935,False
240000,female,graduate school,single,35,-2,-2,-2,-2,-2,-2,0,0,0,2429,0,799,0,0,2429,0,799,17125,False
300000,male,university,married,39,0,0,0,0,0,0,127237,114506,115420,118149,110223,110449,4100,4600,7384,3500,3900,4500,False
170000,female,university,single,24,0,0,0,0,0,0,169398,143539,125642,48926,23381,24492,5679,6642,8926,3381,4000,2983,False
10000,male,high school,single,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,False
110000,female,graduate school,married,28,0,0,0,0,0,2,109474,110723,111125,106828,84729,82910,11602,4238,4316,11190,0,3000,False
160000,male,university,single,28,-1,2,-1,-1,-2,-1,3498,3260,678,0,0,678,0,678,0,0,678,0,False
420000,female,university,single,29,0,0,0,0,-1,0,82235,67757,53524,-8318,96795,81523,3000,3000,182,123000,2740,2200,False
50000,male,graduate school,single,26,0,0,0,0,0,0,29021,28408,29117,28764,28390,29443,1768,1477,1444,1100,1500,1100,False
140000,male,high school,single,26,0,0,0,0,0,0,18648,19561,13902,14183,13207,12996,1309,1139,420,418,816,0,False
240000,male,graduate school,single,47,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,True
80000,female,graduate school,single,26,0,0,0,0,0,0,78128,71083,58715,39389,12012,2900,3362,1389,889,900,58,0,True
120000,female,graduate school,single,33,2,0,0,0,0,0,18653,19844,20908,21560,22214,22845,1500,1400,1000,1000,1000,2000,True
450000,female,university,married,37,-1,-1,-1,-1,-1,-1,1212,791,2663,783,1730,-51443,1032,2663,783,1730,0,70803,True
70000,male,university,single,29,-2,-2,-2,-2,-2,-2,-8187,-17810,-595,7462,9390,5183,0,100104,10000,15000,10000,20000,False
120000,female,university,married,28,0,0,0,0,0,0,96833,78920,74310,75710,77503,73945,3000,5000,3000,3000,4000,1500,False
80000,male,university,married,33,0,0,0,0,0,0,22064,22338,23352,23301,23900,24965,1700,1700,1000,1500,2000,2000,False
150000,male,university,single,32,1,2,0,0,0,0,127399,124835,127259,129115,131820,124322,0,5000,3500,3557,5929,23,True
20000,male,high school,single,24,1,3,2,0,0,3,14665,14146,13634,14401,16257,15713,0,0,1300,2101,0,0,True
120000,female,university,single,24,2,0,0,0,0,0,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,True
180000,female,university,single,26,-1,-1,-1,0,-1,-1,390,390,5248,4167,780,467,390,5248,5,780,467,3513,False
170000,male,university,married,59,2,2,2,2,2,2,44619,45386,46365,47304,47727,49315,1800,2000,2000,1500,2500,0,True
230000,male,university,married,41,0,0,0,0,0,0,301038,305327,213058,216260,215968,174195,9405,7769,7757,8030,6549,5226,True
320000,female,high school,single,53,0,0,0,0,0,0,188373,281060,261698,265703,175925,188982,276698,11020,11000,9486,20000,10000,False
30000,female,university,married,54,-1,-1,-1,-1,-1,-1,3334,3366,890,2662,1542,-2695,3366,890,2662,1542,0,6000,False
30000,female,high school,married,46,0,0,0,0,0,0,29003,28544,27177,28630,25087,25342,1500,2000,2390,1000,1000,2000,False
120000,male,graduate school,single,29,0,0,0,0,0,0,118303,98232,150952,77639,79966,61248,3358,3400,6000,3200,4000,845,True
60000,male,graduate school,single,28,1,-1,0,0,2,2,0,3132,3144,3638,3436,22219,3132,1053,547,0,19000,0,True
30000,male,high school,single,31,1,3,2,0,0,0,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0,True
250000,male,university,married,45,0,0,0,0,0,0,142001,135291,138084,100574,40066,38765,5084,6399,5000,2000,1615,2000,False
220000,female,university,single,32,0,0,0,0,0,0,150393,48060,30490,44071,55405,63422,2349,3008,20000,20004,20000,2000,False
140000,female,graduate school,married,34,1,-2,-2,-2,-2,-1,0,401,3930,3951,0,12555,401,3930,3951,0,12555,0,False
200000,female,graduate school,single,32,-1,-1,-1,-1,0,0,3450,12113,16152,19443,19189,13947,12174,16239,19446,529,400,277,False
50000,male,graduate school,single,26,0,0,0,0,0,0,43226,19278,18403,19369,20094,17934,1300,1300,1300,1000,1000,1000,False
360000,male,graduate school,married,34,-1,-1,-1,0,0,-1,33654,52686,64069,49005,8676,19487,52951,64535,8907,53,19584,16080,False
350000,male,graduate school,married,50,0,0,0,0,0,0,93676,91832,88719,87968,84596,82785,3240,5006,4014,3010,3043,5003,False
90000,female,graduate school,single,29,2,2,2,0,0,0,7052,9370,9078,10267,10350,10564,2605,0,1500,550,529,531,True
170000,male,graduate school,married,51,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,False
80000,female,university,single,27,0,0,0,0,0,0,83120,51347,44878,42108,28316,29523,1764,1906,2000,2000,2000,2000,False
280000,female,university,married,45,1,-2,-1,-1,-2,-2,0,0,3288,0,0,0,0,3288,0,0,0,2942,False
150000,male,university,married,36,2,2,2,2,2,2,47529,40605,39394,37686,38810,31548,17,3105,2,2020,36,1048,True
430000,male,university,single,29,-2,-2,-2,-2,-2,-2,1442,3058,0,980,0,0,3058,0,980,0,0,1030,False
60000,female,university,married,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,True
50000,female,graduate school,single,24,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,True
110000,female,university,married,42,0,0,0,0,0,0,55349,52914,49483,49292,49460,49470,2096,2003,1802,1783,1783,1756,False
30000,female,university,married,56,2,2,2,2,3,2,26008,27091,27648,29297,28544,29125,1800,1300,2400,0,1200,2500,True
80000,female,university,single,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
500000,male,graduate school,single,37,0,0,0,0,0,0,50140,45984,44584,25402,21140,16072,1862,1593,1538,835,451,553,False
420000,female,university,married,38,0,-1,-1,-1,-1,-1,56107,53309,-11,51555,2093,5773,53400,0,51566,2093,5773,2984,False
90000,male,university,single,38,0,0,0,0,0,0,17621,18718,19809,20874,21228,21736,1700,1700,1700,1000,1000,1000,False
280000,male,graduate school,single,32,-2,-2,-2,-2,-2,-2,3981,1350,3735,13956,5911,1356,1355,3754,14025,12820,1362,5274,False
270000,female,graduate school,single,26,0,0,0,0,0,0,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,False
10000,male,university,single,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,True
310000,female,graduate school,married,37,-2,-2,-2,-2,-2,-2,123,123,0,123,0,0,123,0,123,0,0,0,False
100000,male,university,single,25,0,0,0,0,0,0,83749,85463,87189,89539,91258,93343,4000,4000,4100,4000,3241,5000,False
50000,male,high school,single,28,0,0,0,0,0,0,48963,50381,50287,20406,20206,19690,2500,1293,839,870,940,865,False
300000,male,graduate school,single,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True
480000,male,graduate school,married,63,0,0,0,2,2,0,422069,431342,479432,487066,471145,469961,16078,55693,17000,0,18000,24200,False
50000,male,university,single,27,-2,-2,-2,-2,-2,-2,3043,2432,3754,11985,19332,0,2446,3754,12053,19332,0,0,False
250000,female,graduate school,married,37,0,0,0,0,0,0,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122,False
500000,male,graduate school,married,45,-2,-2,-2,-2,-2,-2,186610,130751,43890,38759,46834,28408,261524,43919,38787,46834,28408,63001,False
150000,male,graduate school,married,55,1,-1,-1,0,-1,-1,0,780,4639,100940,3284,2090,780,4639,100000,3284,2576,2576,False
380000,female,university,married,44,-1,-1,-2,-1,0,-1,1040,0,0,12500,37811,1500,0,0,12500,25311,1500,5680,False
380000,female,high school,single,39,0,0,0,0,0,0,55241,49773,81365,87341,87358,103740,10000,60218,10076,15012,20667,15000,False
70000,female,high school,married,37,0,0,0,0,0,0,48684,49628,53163,49953,32535,27715,1785,7320,1700,1200,1400,2,False
230000,male,graduate school,single,32,-2,-2,-2,-2,-2,-2,2785,3943,3126,3126,500,500,1223,1000,0,0,0,0,False
50000,male,high school,others,45,-1,0,-1,-1,-1,-1,24077,22385,3000,5260,1025,5900,1000,3008,5260,1025,5900,2800,False
130000,female,university,others,25,-1,2,2,-2,-1,-1,3148,1574,0,0,12677,30582,5,0,0,12677,30582,0,True
50000,male,university,single,28,0,0,0,0,0,0,35277,34627,35096,9657,9617,9404,1800,1600,500,500,341,500,True
370000,female,high school,married,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True
220000,female,graduate school,single,27,-1,-1,2,-1,-1,0,375,750,375,375,750,375,750,0,375,750,0,420,False
130000,female,high school,single,28,1,-1,-1,-1,-1,-1,0,14051,0,1358,1039,164,14051,0,1358,1039,164,167,False
80000,female,graduate school,single,23,0,0,0,0,0,0,69584,66342,60514,48965,29648,28737,2519,1838,1434,1015,1505,663,False
260000,female,university,married,40,-1,-1,-1,-1,-1,-1,148,359,397,208,790,2788,360,398,208,792,2788,3675,False
90000,female,university,single,28,2,0,0,0,2,0,48177,49563,47750,47169,46284,47519,2500,2500,3700,0,2200,1800,True
70000,male,university,single,24,3,2,2,2,2,2,63000,64397,65253,63609,68397,69605,3000,2500,0,6000,2500,2700,True
110000,male,graduate school,single,33,0,0,0,0,0,0,9495,12633,88334,53978,23687,26567,4018,80004,1500,12013,7000,2000,False
20000,female,graduate school,single,36,-2,-2,-2,-2,-2,-2,223,0,0,0,0,0,0,0,0,0,0,0,False
90000,female,high school,married,35,2,2,2,0,0,0,35077,37557,29355,20046,14905,15075,3407,56,603,553,430,133,False
190000,female,university,single,28,0,0,0,0,0,2,188370,188550,187521,190448,195492,190598,8700,8500,9270,14100,0,7200,False
180000,male,graduate school,single,26,0,0,0,-1,-1,-1,24464,25332,11991,4394,200,200,1573,3007,4394,200,200,200,False
30000,female,high school,married,53,0,0,0,0,-1,0,30587,29462,28068,23362,29837,30357,1700,1288,982,32000,2000,1436,False
210000,female,graduate school,single,32,-2,-2,-2,-2,-2,-2,19959,1592,-2,560,6190,243,1603,0,562,6196,243,4061,False
150000,female,high school,single,47,0,0,0,0,0,0,153720,150540,153103,152060,151470,151974,7000,7000,5200,5500,6300,5100,False
240000,female,graduate school,single,28,0,0,0,0,0,0,209848,214477,218142,195913,197823,189111,10000,9000,7000,7000,6625,7000,False
360000,male,graduate school,single,35,-2,-2,-2,-2,-2,-2,1533,-12,2493,-6,1299,-2,24,2505,0,1305,0,0,True
50000,male,university,married,38,0,0,0,0,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,False
420000,male,university,single,31,2,2,0,0,2,0,239293,90568,88997,93971,92203,93059,0,3500,6600,0,4000,3000,True
120000,female,graduate school,single,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True
130000,male,high school,single,56,0,0,0,0,0,0,33928,35356,36782,31309,32480,33953,2000,2000,2000,2000,2000,3000,False
80000,female,graduate school,single,25,3,2,2,2,2,2,45031,47087,48833,47750,50950,51984,3100,2800,0,4000,2000,2000,True
60000,female,university,single,25,0,0,0,0,0,0,7885,9244,11082,12133,16891,17615,1500,2000,1242,5000,1000,700,True
160000,female,university,single,32,2,2,2,2,-1,0,400,400,400,0,20818,20818,0,0,0,20818,0,0,False
60000,female,high school,married,63,0,0,0,0,0,0,59471,59021,49580,38140,29843,27719,2400,1940,1477,1025,1006,1261,False
230000,male,university,single,28,-1,-1,-1,-1,-1,-1,651,651,651,0,651,1496,651,651,0,651,1496,1953,False
180000,male,graduate school,single,31,-2,-2,-2,-2,-2,-2,3580,0,0,0,7108,1300,0,0,0,7108,1300,0,False
100000,female,university,married,35,-1,-1,-1,0,0,-1,29048,0,4069,37069,20233,22227,0,4069,33000,20000,22227,20000,False
70000,female,high school,married,52,-1,-1,-1,0,0,0,1000,1098,28229,28046,24446,22151,1098,30005,1350,800,750,780,False
180000,female,university,single,44,0,0,0,0,0,0,23611,24651,25631,23609,24529,25095,1436,1416,2150,1500,1000,1000,False
220000,female,graduate school,single,31,-1,-1,-2,-2,-2,-1,232,0,0,0,0,500,0,0,0,0,500,0,False
300000,female,university,single,28,0,0,0,0,0,0,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634,False
60000,male,graduate school,single,24,0,0,0,0,0,0,20873,22228,22691,22816,26587,22917,2000,1246,720,4780,1700,4000,False
290000,female,graduate school,single,29,0,0,0,0,0,0,10370,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,False
480000,male,graduate school,married,47,-1,-1,-1,-1,0,0,10668,-2,454,150198,143388,157758,0,456,150244,2915,24550,100,False
80000,female,university,married,42,2,2,2,2,2,2,45691,46662,47595,48312,49392,50426,2000,2000,1800,2000,2000,1900,True
70000,male,graduate school,single,40,2,2,0,0,0,2,45740,44727,45738,48977,52191,53242,0,1750,4000,4000,2060,2200,True
500000,male,graduate school,married,46,-1,-1,-1,-1,-1,-1,3580,18785,10742,37171,6192,31453,18785,10742,37171,6192,31453,12333,False
30000,female,graduate school,single,25,0,0,2,0,0,2,19801,20449,19798,20217,21435,19239,3000,0,700,1500,0,323,False
200000,female,graduate school,married,38,-1,-1,-1,-1,-1,-1,4891,28258,14712,5216,6317,6207,28258,14712,5229,6317,6207,5464,False
50000,male,university,single,46,-1,-1,-1,-1,0,0,1540,26060,0,2650,3320,2764,26060,0,3472,2320,1764,2841,False
200000,female,university,single,46,0,0,0,0,0,0,121198,123834,136629,139504,142269,145250,4593,14955,5143,5166,5349,5538,False
80000,female,university,married,42,-2,-2,-2,-2,-2,-2,10593,41217,8815,24012,0,2229,41217,8815,24012,1153,2229,2190,False
50000,female,university,married,42,3,3,2,2,0,0,24225,24046,24574,24348,16130,16467,500,1200,516,566,585,608,True
320000,male,graduate school,single,33,-2,-2,-2,-2,-2,-2,3903,3609,4615,5256,22760,700,3609,4615,5256,22760,700,1992,False
100000,female,university,married,42,-2,-2,-2,-2,-2,-2,2811,1055,8090,5524,4973,1000,1055,8090,5549,4973,1000,1000,False
210000,female,university,married,43,0,0,0,0,0,0,190693,169931,173389,154440,155592,116249,7000,7000,10005,6193,4231,5000,False
180000,female,graduate school,single,47,1,-2,-1,-1,-2,-1,-6,-6,1251,0,0,679,0,1257,0,0,679,421,False
30000,female,high school,single,58,0,0,0,0,0,0,24874,25961,27534,27670,28717,28786,1500,2000,1500,1500,1100,1300,False
320000,male,university,single,36,0,0,2,0,0,0,289508,302561,283356,275361,268871,256974,21041,1514,9122,9518,9209,10213,False
100000,female,university,married,30,2,2,2,2,2,2,29778,30678,31154,31625,31059,33123,1600,1200,1200,0,2500,1300,True
90000,female,high school,single,24,-1,-1,-1,-1,-1,-2,595,207,18189,557,0,0,207,18281,557,0,0,0,True
110000,female,university,single,33,0,0,0,0,0,0,107028,106818,108730,112035,48492,43413,4000,3783,6488,4850,2000,6446,False
230000,female,university,married,34,-2,-2,-2,-2,-2,-2,2329,1894,2528,1865,1496,1873,1894,2532,1865,1496,1873,0,False
270000,female,university,single,29,-1,-1,-1,-1,0,0,88996,17142,18118,147189,170268,170268,17142,18118,147500,60000,15000,58354,False
60000,male,high school,single,36,3,2,0,0,0,0,56807,55339,55751,37851,34195,33499,0,2141,2000,2000,2000,2000,False
30000,female,high school,married,28,0,0,0,0,0,0,16162,13301,12930,13233,12595,12454,2000,1307,2000,252,249,100,True
50000,male,university,married,41,-1,-1,-1,0,-1,-1,390,390,780,390,390,390,390,780,0,390,390,1170,True
80000,female,high school,single,53,-2,-2,-2,-2,-2,-2,5687,0,0,19230,0,0,0,0,19230,0,0,0,False
260000,female,others,single,42,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,2101,577,0,200,0,664,False
150000,female,university,single,33,-2,-2,-2,-2,-2,-2,6806,2774,0,500,399,0,2779,0,500,399,0,0,False
20000,male,high school,married,40,0,0,2,3,2,2,13370,16326,17963,17386,16809,18137,3200,2200,0,0,1600,900,True
130000,male,graduate school,married,45,0,0,0,0,0,0,58180,59134,61156,62377,63832,65099,2886,2908,2129,2354,2366,2291,False
20000,female,university,single,23,3,2,2,2,2,2,12508,12015,14459,14498,14029,15179,0,2955,597,0,1473,0,True
